vertiport_id,init_soc,target_soc,charging_start_time,process,location,charging_start_time_datetime
LAX,22.5,35.0,81300,CHARGING,,22:35:00
DTLA,37.5,40.0,81600,CHARGING,,22:40:00
LAX,22.5,30.0,81900,CHARGING,,22:45:00
DTLA,20.0,25.0,81900,CHARGING,,22:45:00
DTLA,22.5,27.5,81900,CHARGING,,22:45:00
DTLA,25.0,32.5,82200,CHARGING,,22:50:00
DTLA,22.5,27.5,82200,CHARGING,,22:50:00
DTLA,22.5,35.0,82200,CHARGING,,22:50:00
DTLA,20.0,22.5,82200,CHARGING,,22:50:00
DTLA,30.0,37.5,82500,CHARGING,,22:55:00
DTLA,22.5,37.5,82500,CHARGING,,22:55:00
DTLA,35.0,52.5,82800,CHARGING,,23:00:00
LAX,22.5,27.5,82800,CHARGING,,23:00:00
DTLA,25.0,35.0,83100,CHARGING,,23:05:00
DTLA,22.5,32.5,83100,CHARGING,,23:05:00
DTLA,22.5,32.5,83100,CHARGING,,23:05:00
LAX,22.5,45.0,83100,CHARGING,,23:05:00
LAX,27.5,35.0,83100,CHARGING,,23:05:00
DTLA,20.0,32.5,83400,CHARGING,,23:10:00
DTLA,30.0,32.5,83400,CHARGING,,23:10:00
DTLA,32.5,35.0,83700,CHARGING,,23:15:00
LAX,25.0,32.5,83700,CHARGING,,23:15:00
DTLA,20.0,47.5,83700,CHARGING,,23:15:00
DTLA,32.5,35.0,83700,CHARGING,,23:15:00
DTLA,32.5,35.0,83700,CHARGING,,23:15:00
DTLA,22.5,25.0,84000,CHARGING,,23:20:00
DTLA,25.0,35.0,84300,CHARGING,,23:25:00
DTLA,32.5,47.5,84300,CHARGING,,23:25:00
LAX,30.0,37.5,84600,CHARGING,,23:30:00
DTLA,27.5,32.5,84600,CHARGING,,23:30:00
LAX,45.0,47.5,84600,CHARGING,,23:30:00
LAX,30.0,50.0,84600,CHARGING,,23:30:00
LAX,30.0,37.5,84600,CHARGING,,23:30:00
LAX,25.0,35.0,84900,CHARGING,,23:35:00
DTLA,25.0,37.5,84900,CHARGING,,23:35:00
DTLA,27.5,40.0,85200,CHARGING,,23:40:00
LAX,27.5,42.5,85500,CHARGING,,23:45:00
DTLA,27.5,30.0,85500,CHARGING,,23:45:00
DTLA,42.5,45.0,85500,CHARGING,,23:45:00
DTLA,37.5,42.5,85800,CHARGING,,23:50:00
DTLA,45.0,47.5,85800,CHARGING,,23:50:00
LAX,42.5,45.0,86100,CHARGING,,23:55:00
LAX,42.5,45.0,86100,CHARGING,,23:55:00
DTLA,30.0,32.5,86100,CHARGING,,23:55:00
DTLA,40.0,47.5,86100,CHARGING,,23:55:00
DTLA,42.5,45.0,86100,CHARGING,,23:55:00
LAX,27.5,30.0,86400,CHARGING,,24:00:00
LAX,27.5,30.0,86400,CHARGING,,24:00:00
DTLA,25.0,27.5,86700,CHARGING,,24:05:00
LAX,42.5,45.0,86700,CHARGING,,24:05:00
LAX,45.0,57.5,87000,CHARGING,,24:10:00
DTLA,47.5,52.5,87000,CHARGING,,24:10:00
LAX,30.0,52.5,87000,CHARGING,,24:10:00
DTLA,42.5,45.0,87000,CHARGING,,24:10:00
DTLA,45.0,55.0,87000,CHARGING,,24:10:00
