origin_vertiport_id,destination_vertiport_id,aircraft_pushback_time,soc,tail_number,aircraft_pushback_datetime
LAX,DTLA,62700,42.5,,17:25:00
DTLA,LAX,62700,30.0,,17:25:00
DTLA,LAX,62700,45.0,,17:25:00
DTLA,LAX,63000,37.5,,17:30:00
DTLA,LAX,63000,42.5,,17:30:00
LAX,DTLA,63000,27.5,,17:30:00
DTLA,LAX,63300,50.0,,17:35:00
LAX,DTLA,63600,27.5,,17:40:00
LAX,DTLA,63600,32.5,,17:40:00
LAX,DTLA,63600,37.5,,17:40:00
LAX,DTLA,63600,42.5,,17:40:00
DTLA,LAX,63600,37.5,,17:40:00
DTLA,LAX,63600,37.5,,17:40:00
DTLA,LAX,63900,47.5,,17:45:00
DTLA,LAX,63900,47.5,,17:45:00
DTLA,LAX,63900,25.0,,17:45:00
LAX,DTLA,63900,45.0,,17:45:00
DTLA,LAX,64200,32.5,,17:50:00
LAX,DTLA,64200,32.5,,17:50:00
LAX,DTLA,64200,32.5,,17:50:00
LAX,DTLA,64500,42.5,,17:55:00
LAX,DTLA,64500,40.0,,17:55:00
LAX,DTLA,64500,42.5,,17:55:00
LAX,DTLA,64500,40.0,,17:55:00
DTLA,LAX,64500,40.0,,17:55:00
DTLA,LAX,64800,37.5,,18:00:00
DTLA,LAX,64800,37.5,,18:00:00
DTLA,LAX,65100,30.0,,18:05:00
LAX,DTLA,65100,27.5,,18:05:00
DTLA,LAX,65100,30.0,,18:05:00
DTLA,LAX,65400,35.0,,18:10:00
DTLA,LAX,65400,37.5,,18:10:00
LAX,DTLA,65400,35.0,,18:10:00
DTLA,LAX,65400,35.0,,18:10:00
DTLA,LAX,65400,35.0,,18:10:00
LAX,DTLA,65700,25.0,,18:15:00
DTLA,LAX,65700,37.5,,18:15:00
LAX,DTLA,66000,25.0,,18:20:00
LAX,DTLA,66000,32.5,,18:20:00
LAX,DTLA,66000,32.5,,18:20:00
DTLA,LAX,66000,30.0,,18:20:00
LAX,DTLA,66300,30.0,,18:25:00
LAX,DTLA,66300,40.0,,18:25:00
LAX,DTLA,66300,40.0,,18:25:00
LAX,DTLA,66600,25.0,,18:30:00
DTLA,LAX,66600,27.5,,18:30:00
DTLA,LAX,66600,27.5,,18:30:00
DTLA,LAX,66900,25.0,,18:35:00
LAX,DTLA,66900,30.0,,18:35:00
DTLA,LAX,66900,35.0,,18:35:00
DTLA,LAX,67200,35.0,,18:40:00
LAX,DTLA,67200,40.0,,18:40:00
LAX,DTLA,67500,30.0,,18:45:00
DTLA,LAX,67500,25.0,,18:45:00
DTLA,LAX,67500,37.5,,18:45:00
LAX,DTLA,67800,47.5,,18:50:00
DTLA,LAX,67800,47.5,,18:50:00
DTLA,LAX,68100,25.0,,18:55:00
LAX,DTLA,68100,32.5,,18:55:00
LAX,DTLA,68100,30.0,,18:55:00
LAX,DTLA,68400,42.5,,19:00:00
DTLA,LAX,68400,57.5,,19:00:00
LAX,DTLA,68700,42.5,,19:05:00
DTLA,LAX,68700,25.0,,19:05:00
DTLA,LAX,68700,47.5,,19:05:00
LAX,DTLA,69000,47.5,,19:10:00
DTLA,LAX,69000,30.0,,19:10:00
DTLA,LAX,69300,47.5,,19:15:00
LAX,DTLA,69300,52.5,,19:15:00
LAX,DTLA,69600,32.5,,19:20:00
DTLA,LAX,69600,47.5,,19:20:00
LAX,DTLA,69600,25.0,,19:20:00
LAX,DTLA,69900,45.0,,19:25:00
LAX,DTLA,69900,45.0,,19:25:00
DTLA,LAX,69900,47.5,,19:25:00
DTLA,LAX,69900,40.0,,19:25:00
DTLA,LAX,70200,37.5,,19:30:00
DTLA,LAX,70200,27.5,,19:30:00
LAX,DTLA,70200,42.5,,19:30:00
LAX,DTLA,70200,42.5,,19:30:00
DTLA,LAX,70200,47.5,,19:30:00
DTLA,LAX,70500,40.0,,19:35:00
DTLA,LAX,70500,40.0,,19:35:00
LAX,DTLA,70500,35.0,,19:35:00
LAX,DTLA,70800,32.5,,19:40:00
LAX,DTLA,70800,45.0,,19:40:00
DTLA,LAX,70800,37.5,,19:40:00
LAX,DTLA,71100,32.5,,19:45:00
DTLA,LAX,71100,55.0,,19:45:00
DTLA,LAX,71100,37.5,,19:45:00
LAX,DTLA,71100,42.5,,19:45:00
LAX,DTLA,71400,32.5,,19:50:00
LAX,DTLA,71400,35.0,,19:50:00
DTLA,LAX,71400,40.0,,19:50:00
LAX,DTLA,71700,50.0,,19:55:00
DTLA,LAX,71700,30.0,,19:55:00
DTLA,LAX,71700,27.5,,19:55:00
LAX,DTLA,72000,32.5,,20:00:00
LAX,DTLA,72000,37.5,,20:00:00
DTLA,LAX,72000,30.0,,20:00:00
DTLA,LAX,72300,45.0,,20:05:00
LAX,DTLA,72300,57.5,,20:05:00
LAX,DTLA,72300,25.0,,20:05:00
DTLA,LAX,72600,47.5,,20:10:00
LAX,DTLA,72600,37.5,,20:10:00
LAX,DTLA,72600,25.0,,20:10:00
LAX,DTLA,72900,27.5,,20:15:00
LAX,DTLA,72900,47.5,,20:15:00
DTLA,LAX,72900,47.5,,20:15:00
LAX,DTLA,72900,40.0,,20:15:00
LAX,DTLA,73200,42.5,,20:20:00
DTLA,LAX,73200,40.0,,20:20:00
DTLA,LAX,73200,52.5,,20:20:00
LAX,DTLA,73500,42.5,,20:25:00
DTLA,LAX,73500,37.5,,20:25:00
DTLA,LAX,73500,37.5,,20:25:00
LAX,DTLA,73800,47.5,,20:30:00
DTLA,LAX,73800,42.5,,20:30:00
LAX,DTLA,74100,32.5,,20:35:00
LAX,DTLA,74100,32.5,,20:35:00
DTLA,LAX,74100,55.0,,20:35:00
DTLA,LAX,74100,42.5,,20:35:00
DTLA,LAX,74400,45.0,,20:40:00
DTLA,LAX,74400,45.0,,20:40:00
LAX,DTLA,74400,37.5,,20:40:00
DTLA,LAX,74400,40.0,,20:40:00
LAX,DTLA,74400,40.0,,20:40:00
DTLA,LAX,74700,42.5,,20:45:00
DTLA,LAX,74700,47.5,,20:45:00
LAX,DTLA,75000,40.0,,20:50:00
LAX,DTLA,75000,40.0,,20:50:00
DTLA,LAX,75000,42.5,,20:50:00
DTLA,LAX,75000,32.5,,20:50:00
DTLA,LAX,75000,27.5,,20:50:00
LAX,DTLA,75000,40.0,,20:50:00
DTLA,LAX,75300,35.0,,20:55:00
DTLA,LAX,75300,50.0,,20:55:00
DTLA,LAX,75300,35.0,,20:55:00
LAX,DTLA,75300,42.5,,20:55:00
LAX,DTLA,75300,37.5,,20:55:00
DTLA,LAX,75600,35.0,,21:00:00
DTLA,LAX,75600,35.0,,21:00:00
LAX,DTLA,75600,35.0,,21:00:00
DTLA,LAX,75600,35.0,,21:00:00
LAX,DTLA,75900,30.0,,21:05:00
LAX,DTLA,75900,30.0,,21:05:00
DTLA,LAX,75900,37.5,,21:05:00
LAX,DTLA,75900,25.0,,21:05:00
LAX,DTLA,76200,30.0,,21:10:00
LAX,DTLA,76200,30.0,,21:10:00
LAX,DTLA,76200,55.0,,21:10:00
DTLA,LAX,76200,30.0,,21:10:00
DTLA,LAX,76200,37.5,,21:10:00
LAX,DTLA,76200,35.0,,21:10:00
DTLA,LAX,76500,25.0,,21:15:00
DTLA,LAX,76500,25.0,,21:15:00
DTLA,LAX,76800,50.0,,21:20:00
LAX,DTLA,76800,50.0,,21:20:00
LAX,DTLA,76800,50.0,,21:20:00
LAX,DTLA,77100,30.0,,21:25:00
LAX,DTLA,77100,32.5,,21:25:00
DTLA,LAX,77100,30.0,,21:25:00
DTLA,LAX,77100,25.0,,21:25:00
LAX,DTLA,77400,32.5,,21:30:00
LAX,DTLA,77400,45.0,,21:30:00
LAX,DTLA,77400,45.0,,21:30:00
DTLA,LAX,77400,30.0,,21:30:00
DTLA,LAX,77400,45.0,,21:30:00
LAX,DTLA,77700,25.0,,21:35:00
DTLA,LAX,77700,27.5,,21:35:00
LAX,DTLA,78000,40.0,,21:40:00
DTLA,LAX,78000,47.5,,21:40:00
LAX,DTLA,78000,35.0,,21:40:00
DTLA,LAX,78000,42.5,,21:40:00
LAX,DTLA,78000,37.5,,21:40:00
DTLA,LAX,78300,42.5,,21:45:00
LAX,DTLA,78300,30.0,,21:45:00
LAX,DTLA,78600,30.0,,21:50:00
DTLA,LAX,78600,32.5,,21:50:00
DTLA,LAX,78600,30.0,,21:50:00
LAX,DTLA,78900,42.5,,21:55:00
LAX,DTLA,78900,35.0,,21:55:00
DTLA,LAX,78900,35.0,,21:55:00
DTLA,LAX,78900,35.0,,21:55:00
LAX,DTLA,79200,45.0,,22:00:00
LAX,DTLA,79200,37.5,,22:00:00
DTLA,LAX,79200,30.0,,22:00:00
DTLA,LAX,79200,30.0,,22:00:00
LAX,DTLA,79500,30.0,,22:05:00
LAX,DTLA,79500,30.0,,22:05:00
DTLA,LAX,79500,52.5,,22:05:00
DTLA,LAX,79500,37.5,,22:05:00
DTLA,LAX,79500,30.0,,22:05:00
DTLA,LAX,79500,25.0,,22:05:00
DTLA,LAX,79800,32.5,,22:10:00
LAX,DTLA,79800,35.0,,22:10:00
LAX,DTLA,79800,25.0,,22:10:00
DTLA,LAX,79800,50.0,,22:10:00
LAX,DTLA,79800,32.5,,22:10:00
LAX,DTLA,80100,47.5,,22:15:00
LAX,DTLA,80100,32.5,,22:15:00
DTLA,LAX,80100,40.0,,22:15:00
LAX,DTLA,80100,25.0,,22:15:00
LAX,DTLA,80400,45.0,,22:20:00
DTLA,LAX,80400,30.0,,22:20:00
LAX,DTLA,80700,37.5,,22:25:00
DTLA,LAX,80700,32.5,,22:25:00
DTLA,LAX,80700,27.5,,22:25:00
DTLA,LAX,80700,42.5,,22:25:00
DTLA,LAX,81000,32.5,,22:30:00
DTLA,LAX,81000,40.0,,22:30:00
DTLA,LAX,81000,32.5,,22:30:00
DTLA,LAX,81000,30.0,,22:30:00
LAX,DTLA,81000,37.5,,22:30:00
LAX,DTLA,81000,35.0,,22:30:00
LAX,DTLA,81300,37.5,,22:35:00
LAX,DTLA,81300,25.0,,22:35:00
LAX,DTLA,81300,27.5,,22:35:00
DTLA,LAX,81300,27.5,,22:35:00
LAX,DTLA,81600,45.0,,22:40:00
LAX,DTLA,81600,25.0,,22:40:00
DTLA,LAX,81600,30.0,,22:40:00
DTLA,LAX,81600,32.5,,22:40:00
LAX,DTLA,81600,27.5,,22:40:00
LAX,DTLA,81600,27.5,,22:40:00
DTLA,LAX,81900,32.5,,22:45:00
DTLA,LAX,81900,40.0,,22:45:00
LAX,DTLA,81900,35.0,,22:45:00
LAX,DTLA,81900,35.0,,22:45:00
DTLA,LAX,82200,27.5,,22:50:00
LAX,DTLA,82200,27.5,,22:50:00
DTLA,LAX,82200,40.0,,22:50:00
DTLA,LAX,82500,30.0,,22:55:00
LAX,DTLA,82500,35.0,,22:55:00
LAX,DTLA,82500,30.0,,22:55:00
LAX,DTLA,82500,27.5,,22:55:00
DTLA,LAX,82500,27.5,,22:55:00
LAX,DTLA,82800,25.0,,23:00:00
DTLA,LAX,82800,32.5,,23:00:00
LAX,DTLA,82800,35.0,,23:00:00
LAX,DTLA,83100,25.0,,23:05:00
DTLA,LAX,83100,30.0,,23:05:00
DTLA,LAX,83400,37.5,,23:10:00
DTLA,LAX,83400,37.5,,23:10:00
LAX,DTLA,83400,27.5,,23:10:00
DTLA,LAX,83700,35.0,,23:15:00
LAX,DTLA,83700,35.0,,23:15:00
DTLA,LAX,84000,35.0,,23:20:00
DTLA,LAX,84000,35.0,,23:20:00
LAX,DTLA,84000,32.5,,23:20:00
DTLA,LAX,84000,35.0,,23:20:00
DTLA,LAX,84300,30.0,,23:25:00
LAX,DTLA,84300,30.0,,23:25:00
DTLA,LAX,84600,52.5,,23:30:00
LAX,DTLA,84600,32.5,,23:30:00
DTLA,LAX,84900,32.5,,23:35:00
DTLA,LAX,84900,35.0,,23:35:00
LAX,DTLA,84900,47.5,,23:35:00
LAX,DTLA,84900,32.5,,23:35:00
LAX,DTLA,85200,37.5,,23:40:00
LAX,DTLA,85200,37.5,,23:40:00
DTLA,LAX,85500,47.5,,23:45:00
DTLA,LAX,85500,47.5,,23:45:00
LAX,DTLA,85500,47.5,,23:45:00
LAX,DTLA,85500,35.0,,23:45:00
DTLA,LAX,85800,32.5,,23:50:00
DTLA,LAX,85800,32.5,,23:50:00
LAX,DTLA,85800,30.0,,23:50:00
DTLA,LAX,85800,30.0,,23:50:00
DTLA,LAX,86100,47.5,,23:55:00
LAX,DTLA,86400,50.0,,24:00:00
LAX,DTLA,86400,45.0,,24:00:00
LAX,DTLA,86400,45.0,,24:00:00
LAX,DTLA,86400,42.5,,24:00:00
DTLA,LAX,86400,32.5,,24:00:00
DTLA,LAX,86400,45.0,,24:00:00
